渠道,国家,类型,是否带电,处理费,首重g,首重资费,续重g,续重资费,最低折扣,计泡条件（最长边大于）,计泡系数,重量限制（kg）,尺寸限制（最长边不大于）(cm),尺寸限制（围长）(cm),尺寸限制（三边和）(cm),备注
e邮宝,阿尔巴尼亚,物品,否,6,1,0.145,1,0.145,,,,2,60,,90,
e邮宝,赞比亚,物品,否,6,1,0.256,1,0.256,,,,2,60,,90,
e邮宝,亚美尼亚,物品,否,6,1,0.168,1,0.168,,,,2,60,,90,
e邮宝,阿曼,物品,否,14,1,0.052,1,0.052,,,,5,60,,90,
e邮宝,津巴布韦,物品,否,12,1,0.18,1,0.18,,,,5,60,,90,
e邮宝,阿富汗,物品,否,15,1,0.06,1,0.06,,,,2,60,,90,
e邮宝,蒙古,物品,否,14,1,0.056,1,0.056,,,,2,60,,90,
e邮宝,巴布亚新几内亚,物品,否,6,1,0.116,1,0.116,,,,2,60,,90,
e邮宝,文莱,物品,否,6,1,0.116,1,0.116,,,,2,60,,90,
e邮宝,埃塞俄比亚,物品,否,6,1,0.248,1,0.248,,,,2,60,,90,
e邮宝,安哥拉,物品,否,6,1,0.238,1,0.238,,,,2,60,,90,
e邮宝,贝宁,物品,否,6,1,0.188,1,0.188,,,,2,60,,90,
e邮宝,博茨瓦纳,物品,否,6,1,0.256,1,0.256,,,,2,60,,90,
e邮宝,布基纳法索,物品,否,6,1,0.188,1,0.188,,,,2,60,,90,
e邮宝,布隆迪,物品,否,6,1,0.208,1,0.208,,,,2,60,,90,
e邮宝,赤道几内亚,物品,否,6,1,0.27,1,0.27,,,,2,60,,90,
e邮宝,多哥,物品,否,6,1,0.19,1,0.19,,,,2,60,,90,
e邮宝,冈比亚,物品,否,6,1,0.2,1,0.2,,,,2,60,,90,
e邮宝,刚果（布）,物品,否,6,1,0.186,1,0.186,,,,2,60,,90,
e邮宝,刚果（金）,物品,否,6,1,0.232,1,0.232,,,,2,60,,90,
e邮宝,吉布提,物品,否,6,1,0.158,1,0.158,,,,2,60,,90,
e邮宝,几内亚,物品,否,6,1,0.18,1,0.18,,,,2,60,,90,
e邮宝,加纳,物品,否,6,1,0.156,1,0.156,,,,2,60,,90,
e邮宝,加蓬,物品,否,6,1,0.156,1,0.156,,,,2,60,,90,
e邮宝,喀麦隆,物品,否,6,1,0.18,1,0.18,,,,2,60,,90,
e邮宝,科摩罗,物品,否,6,1,0.245,1,0.245,,,,2,60,,90,
e邮宝,科特迪瓦,物品,否,6,1,0.158,1,0.158,,,,2,60,,90,
e邮宝,肯尼亚,物品,否,6,1,0.138,1,0.138,,,,2,60,,90,
e邮宝,利比里亚,物品,否,6,1,0.15,1,0.15,,,,2,60,,90,
e邮宝,卢旺达,物品,否,6,1,0.196,1,0.196,,,,2,60,,90,
e邮宝,马达加斯加,物品,否,6,1,0.15,1,0.15,,,,2,60,,90,
e邮宝,马里,物品,否,6,1,0.252,1,0.252,,,,2,60,,90,
e邮宝,毛里求斯,物品,否,6,1,0.146,1,0.146,,,,2,60,,90,
e邮宝,毛里塔尼亚,物品,否,6,1,0.156,1,0.156,,,,2,60,,90,
e邮宝,莫桑比克,物品,否,6,1,0.145,1,0.145,,,,2,60,,90,
e邮宝,南苏丹共和国,物品,否,6,1,0.252,1,0.252,,,,2,60,,90,
e邮宝,尼日尔,物品,否,6,1,0.252,1,0.252,,,,2,60,,90,
e邮宝,尼日利亚,物品,否,6,1,0.145,1,0.145,,,,2,60,,90,
e邮宝,塞拉利昂,物品,否,6,1,0.206,1,0.206,,,,2,60,,90,
e邮宝,塞内加尔,物品,否,6,1,0.186,1,0.186,,,,2,60,,90,
e邮宝,坦桑尼亚,物品,否,6,1,0.236,1,0.236,,,,2,60,,90,
e邮宝,乌干达,物品,否,6,1,0.18,1,0.18,,,,2,60,,90,
e邮宝,中非,物品,否,6,1,0.21,1,0.21,,,,2,60,,90,
e邮宝,尼泊尔,物品,否,6,1,0.12,1,0.12,,,,2,60,,90,
e邮宝,北马其顿,物品,否,6,1,0.168,1,0.168,,,,2,60,,90,
e邮宝,黑山共和国,物品,否,6,1,0.13,1,0.13,,,,2,60,,90,
e邮宝,立陶宛,物品,否,6,1,0.138,1,0.138,,,,2,60,,90,
e邮宝,伊拉克,物品,否,6,1,0.136,1,0.136,,,,2,60,,90,
e邮宝,约旦,物品,否,6,1,0.126,1,0.126,,,,2,60,,90,
e邮宝,阿鲁巴,物品,否,6,1,0.188,1,0.188,,,,2,60,,90,
e邮宝,巴拿马,物品,否,6,1,0.149,1,0.149,,,,2,60,,90,
e邮宝,多米尼加,物品,否,6,1,0.188,1,0.188,,,,2,60,,90,
e邮宝,厄瓜多尔,物品,否,6,1,0.198,1,0.198,,,,2,60,,90,
e邮宝,法属圭亚那,物品,否,6,1,0.212,1,0.212,,,,2,60,,90,
e邮宝,古巴,物品,否,6,1,0.16,1,0.16,,,,2,60,,90,
e邮宝,荷属库拉索岛,物品,否,6,1,0.196,1,0.196,,,,2,60,,90,
e邮宝,特立尼达和多巴哥,物品,否,6,1,0.158,1,0.158,,,,2,60,,90,
e邮宝,塔吉克斯坦,物品,否,6,1,0.122,1,0.122,,,,2,60,,90,
e邮宝,土库曼斯坦,物品,否,6,1,0.136,1,0.136,,,,2,60,,90,
e邮宝特邮,加拿大,物品,是,30,1,0.12,1,0.12,,,,2,60,,90,
e邮宝特邮,美国,物品,是,25,1,0.105,1,0.105,,,,2,60,,90,
e邮宝特邮,澳大利亚,物品,是,25,1,0.082,1,0.082,,,,2,60,,90,
e邮宝特邮,新西兰,物品,是,42,1,0.095,1,0.095,,,,2,60,,90,
e邮宝特邮,菲律宾,物品,是,10,1,0.062,1,0.062,,,,2,60,,90,
e邮宝特邮,柬埔寨,物品,是,10,1,0.058,1,0.058,,,,2,60,,90,
e邮宝特邮,马来西亚,物品,是,12,1,0.047,1,0.047,,,,5,60,,90,
e邮宝特邮,缅甸,物品,是,12,1,0.064,1,0.064,,,,2,60,,90,
e邮宝特邮,泰国,物品,是,12,1,0.049,1,0.049,,,,5,60,,90,
e邮宝特邮,新加坡,物品,是,12,1,0.055,1,0.055,,,,2,60,,90,
e邮宝特邮,印度尼西亚,物品,是,6,1,0.118,1,0.118,,,,2,60,,90,
e邮宝特邮,越南,物品,是,10,1,0.058,1,0.058,,,,5,60,,90,
e邮宝特邮,韩国,物品,是,12,1,0.025,1,0.025,,,,2,60,,90,
e邮宝特邮,日本,物品,是,18,50,1.9,1,0.038,,,,2,60,,90,
e邮宝特邮,南非,物品,是,22,1,0.1,1,0.1,,,,2,60,,90,
e邮宝特邮,塞舌尔,物品,是,6,1,0.138,1,0.138,,,,2,60,,90,
e邮宝特邮,赞比亚,物品,是,6,1,0.188,1,0.188,,,,2,60,,90,
e邮宝特邮,巴西,物品,是,22,1,0.135,1,0.135,,,,2,60,,90,
e邮宝特邮,哥伦比亚,物品,是,21,1,0.12,1,0.12,,,,2,60,,90,
e邮宝特邮,墨西哥,物品,是,12,1,0.108,1,0.108,,,,2,60,,90,
e邮宝特邮,智利,物品,是,12,50,6.75,1,0.135,,,,5,60,,90,
e邮宝特邮,印度,物品,是,12,1,0.082,1,0.082,,,,5,60,,90,
e邮宝特邮,爱尔兰,物品,是,26,1,0.132,1,0.132,,,,2,60,,90,
e邮宝特邮,奥地利,物品,是,6,1,0.208,1,0.208,,,,2,60,,90,
e邮宝特邮,白俄罗斯,物品,是,18,1,0.14,1,0.14,,,,5,60,,90,
e邮宝特邮,比利时,物品,是,26,1,0.125,1,0.125,,,,2,60,,90,
e邮宝特邮,波兰,物品,是,18,1,0.11,1,0.11,,,,2,60,,90,
e邮宝特邮,丹麦,物品,是,6,1,0.208,1,0.208,,,,2,60,,90,
e邮宝特邮,德国,物品,是,23,1,0.115,1,0.115,,,,2,60,,90,
e邮宝特邮,俄罗斯,物品,是,15,1,0.095,1,0.095,,,,5,60,,90,
e邮宝特邮,法国,物品,是,21,1,0.095,1,0.095,,,,2,60,,90,
e邮宝特邮,芬兰,物品,是,6,1,0.218,1,0.218,,,,2,60,,90,
e邮宝特邮,荷兰,物品,是,25,1,0.132,1,0.132,,,,2,60,,90,
e邮宝特邮,拉脱维亚,物品,是,6,1,0.198,1,0.198,,,,2,60,,90,
e邮宝特邮,卢森堡,物品,是,6,1,0.218,1,0.218,,,,2,60,,90,
e邮宝特邮,罗马尼亚,物品,是,16,1,0.106,1,0.106,,,,2,60,,90,
e邮宝特邮,挪威,物品,是,28,1,0.098,1,0.098,,,,2,60,,90,
e邮宝特邮,葡萄牙,物品,是,25,1,0.105,1,0.105,,,,2,60,,90,
e邮宝特邮,瑞典,物品,是,28,1,0.096,1,0.096,,,,2,60,,90,
e邮宝特邮,瑞士,物品,是,26,1,0.126,1,0.126,,,,2,60,,90,
e邮宝特邮,西班牙,物品,是,16,1,0.1,1,0.1,,,,2,60,,90,
e邮宝特邮,希腊,物品,是,6,1,0.186,1,0.186,,,,2,60,,90,
e邮宝特邮,匈牙利,物品,是,6,1,0.198,1,0.198,,,,2,60,,90,
e邮宝特邮,意大利,物品,是,28,1,0.095,1,0.095,,,,2,60,,90,
e邮宝特邮,英国,物品,是,25,1,0.09,1,0.09,,,,5,60,,90,
e邮宝特邮,阿尔及利亚,物品,是,6,1,0.158,1,0.158,,,,2,60,,90,
e邮宝特邮,阿联酋,物品,是,12,1,0.063,1,0.063,,,,5,60,,90,
e邮宝特邮,卡塔尔,物品,是,9,1,0.086,1,0.086,,,,2,60,,90,
e邮宝特邮,沙特阿拉伯,物品,是,22,1,0.098,1,0.098,,,,2,60,,90,
e邮宝特邮,土耳其,物品,是,12,1,0.072,1,0.072,,,,2,60,,90,
e邮宝特邮,亚美尼亚,物品,是,6,1,0.166,1,0.166,,,,2,60,,90,
e邮宝特邮,以色列,物品,是,20,1,0.106,1,0.106,,,,5,60,,90,
e邮宝特邮,哈萨克斯坦,物品,是,2,1,0.1,1,0.1,,,,2,60,,90,
e邮宝水陆路,俄罗斯,物品,是,15,1,0.03475,1,0.03475,,,,5,60,,90,
e邮宝水陆路,挪威,物品,是,19,1,0.045,1,0.045,,,,2,60,,90,
e邮宝水陆路,哈萨克斯坦,物品,是,2,1,0.04,1,0.04,,,,2,60,,90,
e邮宝水陆路,中国香港,物品,是,17,1,0.02,1,0.02,,,,2,60,,90,
e邮宝水陆路,白俄罗斯,物品,是,16,1,0.035,1,0.035,,,,2,60,,90,
e邮宝水陆路,德国,物品,是,23,1,0.052,1,0.052,,,,2,60,,90,
e邮宝水陆路,越南,物品,是,10,1,0.02,1,0.02,,,,5,60,,90,
可投箱e邮宝,英国,物品,否,16,1,0.045,1,0.045,,,,1,35.3,,63.3,
e包裹标准,日本,物品,否,0,500,90,500,30,,40,6000,30,150,300,,
e包裹标准,韩国,物品,否,0,500,90,500,20,,40,6000,20,105,200,,
e包裹标准,澳大利亚,物品,否,0,500,120,500,20,,40,6000,20,105,200,,
e包裹标准,美国,物品,否,0,500,150,500,31.5,,40,6000,31.5,200,300,,
e包裹标准,加拿大,物品,否,0,500,150,500,30,,40,6000,30,150,300,,
e包裹标准,英国,物品,否,0,500,150,500,30,,40,6000,30,105,200,,
e包裹标准,法国,物品,否,0,500,150,500,30,,40,6000,30,105,200,,
e包裹标准,德国,物品,否,0,500,150,500,31.5,,40,6000,31.5,150,300,,
e包裹标准,以色列,物品,否,0,500,100,500,20,,40,6000,20,105,200,,
e包裹标准,俄罗斯,物品,否,0,500,100,500,20,,40,6000,20,150,300,,
e包裹标准,挪威,物品,否,0,500,150,500,30,,40,6000,30,150,300,,
e包裹标准,瑞士,物品,否,0,500,100,500,30,,40,6000,30,150,300,,
e包裹标准,瑞典,物品,否,0,500,130,500,20,,40,6000,20,150,300,,
e包裹标准,意大利,物品,否,0,500,110,500,30,,40,6000,30,150,300,,
e包裹标准,哈萨克斯坦,物品,否,0,500,70,500,20,,40,6000,20,105,200,,
e包裹特惠,日本,物品,是,0,500,70,500,10,,,,30,150,300,,
e包裹特惠,韩国,物品,是,0,500,70,500,10,,,,20,105,200,,
e包裹特惠,美国,物品,是,0,500,100,500,30,,,,31.5,105,200,,
e包裹特惠,加拿大,物品,是,0,500,100,500,30,,,,30,200,300,,
e包裹特惠,英国,物品,是,0,500,125,500,20,,,,30,150,300,,
e包裹特惠,法国,物品,是,0,500,125,500,15,,,,30,105,200,,
e包裹特惠,德国,物品,是,0,500,125,500,15,,,,31.5,105,200,,
e包裹特惠,以色列,物品,是,0,500,70,500,15,,,,20,150,300,,
e包裹特惠,俄罗斯,物品,是,0,500,70,500,20,,,,20,105,200,,
e包裹特惠,挪威,物品,是,0,500,125,500,20,,,,30,150,300,,
e包裹特惠,瑞士,物品,是,0,500,75,500,15,,,,30,150,300,,
e包裹特惠,瑞典,物品,是,0,500,100,500,15,,,,20,150,300,,
e包裹特惠,意大利,物品,是,0,500,80,500,15,,,,30,150,300,,
e包裹特惠,哈萨克斯坦,物品,是,0,500,60,500,8,,,,20,105,200,,
e包裹特惠,蒙古,物品,是,0,500,20,500,5,,,,30,250,400,,
